"Account Number","Meter Number","Day","Hour of Day","Hourly Total","Daily Total","Unit of Measurement"
"0000 000 0000 0","0","11/29/2020","8:00 AM",0.966,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","9:00 AM",1.494,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","10:00 AM",1.543,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","11:00 AM",1.108,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","12:00 PM",1.572,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","1:00 PM",0.986,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","2:00 PM",0.867,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","3:00 PM",0.962,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","4:00 PM",1.872,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","5:00 PM",2.971,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","6:00 PM",1.461,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","7:00 PM",2.684,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","8:00 PM",2.21,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","9:00 PM",0.87,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","10:00 PM",1.435,31.242,"kWh"
"0000 000 0000 0","0","11/29/2020","11:00 PM",0.906,31.242,"kWh"
"0000 000 0000 0","0","12/01/2020","12:00 AM",0.892,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","1:00 AM",0.906,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","2:00 AM",0.881,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","3:00 AM",0.892,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","4:00 AM",0.893,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","5:00 AM",0.987,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","6:00 AM",1.207,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","7:00 AM",0.986,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","8:00 AM",1.959,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","9:00 AM",0.922,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","10:00 AM",0.888,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","11:00 AM",1.344,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","12:00 PM",1.968,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","1:00 PM",0.86,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","2:00 PM",0.85,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","3:00 PM",0.896,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","4:00 PM",0.858,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","5:00 PM",1.294,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","6:00 PM",0.995,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","7:00 PM",2.6,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","8:00 PM",3.926,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","9:00 PM",1.563,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","10:00 PM",0.923,30.395,"kWh"
"0000 000 0000 0","0","12/01/2020","11:00 PM",0.905,30.395,"kWh"
"0000 000 0000 0","0","12/02/2020","12:00 AM",0.926,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","1:00 AM",1.426,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","2:00 AM",0.898,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","3:00 AM",0.908,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","4:00 AM",0.89,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","5:00 AM",0.903,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","6:00 AM",0.885,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","7:00 AM",1.629,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","8:00 AM",0.876,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","9:00 AM",1.318,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","10:00 AM",0.938,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","11:00 AM",0.979,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","12:00 PM",0.951,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","1:00 PM",0.837,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","2:00 PM",0.849,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","3:00 PM",1.377,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","4:00 PM",0.946,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","5:00 PM",2.106,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","6:00 PM",1.703,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","7:00 PM",1.839,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","8:00 PM",2.673,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","9:00 PM",0.924,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","10:00 PM",1.168,29.063,"kWh"
"0000 000 0000 0","0","12/02/2020","11:00 PM",1.114,29.063,"kWh"
"0000 000 0000 0","0","12/03/2020","12:00 AM",0.906,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","1:00 AM",0.898,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","2:00 AM",0.896,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","3:00 AM",0.902,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","4:00 AM",0.887,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","5:00 AM",0.896,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","6:00 AM",1.309,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","7:00 AM",0.968,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","8:00 AM",0.886,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","9:00 AM",1.298,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","10:00 AM",0.894,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","11:00 AM",0.875,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","12:00 PM",1.393,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","1:00 PM",0.778,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","2:00 PM",0.889,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","3:00 PM",1.341,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","4:00 PM",0.961,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","5:00 PM",1.02,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","6:00 PM",1.361,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","7:00 PM",1.377,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","8:00 PM",4.002,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","9:00 PM",0.852,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","10:00 PM",0.894,27.866,"kWh"
"0000 000 0000 0","0","12/03/2020","11:00 PM",1.383,27.866,"kWh"
"0000 000 0000 0","0","12/06/2020","12:00 AM",0.84,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","1:00 AM",0.855,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","2:00 AM",1.33,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","3:00 AM",0.842,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","4:00 AM",0.871,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","5:00 AM",0.842,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","6:00 AM",0.9,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","7:00 AM",0.879,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","8:00 AM",1.486,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","9:00 AM",1.024,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","10:00 AM",1.505,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","11:00 AM",0.889,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","12:00 PM",0.906,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","1:00 PM",0.804,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","2:00 PM",0.785,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","3:00 PM",0.916,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","4:00 PM",1.47,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","5:00 PM",1.166,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","6:00 PM",1.728,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","7:00 PM",1.903,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","8:00 PM",3.491,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","9:00 PM",3.09,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","10:00 PM",1.423,31.081,"kWh"
"0000 000 0000 0","0","12/06/2020","11:00 PM",1.136,31.081,"kWh"
"0000 000 0000 0","0","12/07/2020","12:00 AM",0.852,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","1:00 AM",1.027,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","2:00 AM",0.892,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","3:00 AM",0.929,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","4:00 AM",0.919,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","5:00 AM",0.96,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","6:00 AM",0.853,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","7:00 AM",1.409,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","8:00 AM",1.008,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","9:00 AM",1.048,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","10:00 AM",0.917,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","11:00 AM",1.352,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","12:00 PM",1.515,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","1:00 PM",0.957,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","2:00 PM",0.965,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","3:00 PM",1.573,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","4:00 PM",1.045,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","5:00 PM",1.595,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","6:00 PM",1.865,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","7:00 PM",1.836,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","8:00 PM",3.141,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","9:00 PM",0.901,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","10:00 PM",0.931,29.857,"kWh"
"0000 000 0000 0","0","12/07/2020","11:00 PM",1.367,29.857,"kWh"
"0000 000 0000 0","0","12/08/2020","12:00 AM",0.916,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","1:00 AM",0.894,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","2:00 AM",0.918,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","3:00 AM",0.896,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","4:00 AM",0.915,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","5:00 AM",0.894,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","6:00 AM",0.979,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","7:00 AM",1.517,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","8:00 AM",1.538,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","9:00 AM",2.247,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","10:00 AM",3.142,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","11:00 AM",1.61,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","12:00 PM",0.907,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","1:00 PM",0.865,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","2:00 PM",0.83,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","3:00 PM",3.137,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","4:00 PM",1.462,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","5:00 PM",1.952,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","6:00 PM",1.326,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","7:00 PM",2.031,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","8:00 PM",3.546,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","9:00 PM",2.119,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","10:00 PM",0.924,36.485,"kWh"
"0000 000 0000 0","0","12/08/2020","11:00 PM",0.92,36.485,"kWh"
"0000 000 0000 0","0","12/09/2020","12:00 AM",0.901,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","1:00 AM",0.919,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","2:00 AM",0.968,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","3:00 AM",1.342,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","4:00 AM",0.907,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","5:00 AM",0.907,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","6:00 AM",0.89,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","7:00 AM",1.703,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","8:00 AM",0.918,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","9:00 AM",0.94,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","10:00 AM",0.94,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","11:00 AM",0.951,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","12:00 PM",1.285,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","1:00 PM",0.922,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","2:00 PM",0.93,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","3:00 PM",0.893,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","4:00 PM",0.912,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","5:00 PM",1.372,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","6:00 PM",1.299,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","7:00 PM",5.024,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","8:00 PM",4.472,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","9:00 PM",1.392,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","10:00 PM",1.369,33.01,"kWh"
"0000 000 0000 0","0","12/09/2020","11:00 PM",0.854,33.01,"kWh"
"0000 000 0000 0","0","12/14/2020","12:00 AM",0.953,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","1:00 AM",0.898,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","2:00 AM",0.905,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","3:00 AM",0.906,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","4:00 AM",0.903,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","5:00 AM",0.893,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","6:00 AM",0.893,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","7:00 AM",1.464,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","8:00 AM",1.574,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","9:00 AM",1.219,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","10:00 AM",1.956,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","11:00 AM",1.509,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","12:00 PM",1.13,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","1:00 PM",0.94,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","2:00 PM",0.925,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","3:00 PM",1.345,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","4:00 PM",1.502,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","5:00 PM",1.204,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","6:00 PM",1.79,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","7:00 PM",3.244,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","8:00 PM",1.392,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","9:00 PM",1.28,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","10:00 PM",1.868,31.87,"kWh"
"0000 000 0000 0","0","12/14/2020","11:00 PM",1.177,31.87,"kWh"
"0000 000 0000 0","0","12/15/2020","12:00 AM",1.32,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","1:00 AM",0.92,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","2:00 AM",0.9,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","3:00 AM",0.922,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","4:00 AM",0.916,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","5:00 AM",0.913,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","6:00 AM",0.915,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","7:00 AM",1.715,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","8:00 AM",1.099,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","9:00 AM",1.614,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","10:00 AM",1.107,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","11:00 AM",1.218,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","12:00 PM",1.329,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","1:00 PM",0.979,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","2:00 PM",1.265,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","3:00 PM",1,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","4:00 PM",1.08,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","5:00 PM",2.405,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","6:00 PM",1.753,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","7:00 PM",1.04,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","8:00 PM",2.933,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","9:00 PM",3.377,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","10:00 PM",1.294,32.973,"kWh"
"0000 000 0000 0","0","12/15/2020","11:00 PM",0.959,32.973,"kWh"
"0000 000 0000 0","0","12/17/2020","12:00 AM",1.376,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","1:00 AM",0.917,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","2:00 AM",0.918,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","3:00 AM",0.917,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","4:00 AM",0.911,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","5:00 AM",0.916,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","6:00 AM",1.309,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","7:00 AM",1.08,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","8:00 AM",1.525,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","9:00 AM",0.974,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","10:00 AM",1.047,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","11:00 AM",1.169,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","12:00 PM",1.003,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","1:00 PM",1.454,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","2:00 PM",1.076,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","3:00 PM",0.938,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","4:00 PM",0.987,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","5:00 PM",2.333,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","6:00 PM",1.267,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","7:00 PM",1.142,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","8:00 PM",2.782,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","9:00 PM",1.475,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","10:00 PM",1.389,29.783,"kWh"
"0000 000 0000 0","0","12/17/2020","11:00 PM",0.878,29.783,"kWh"
"0000 000 0000 0","0","12/18/2020","12:00 AM",0.883,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","1:00 AM",0.865,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","2:00 AM",0.886,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","3:00 AM",1.301,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","4:00 AM",0.885,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","5:00 AM",0.925,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","6:00 AM",0.871,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","7:00 AM",1.41,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","8:00 AM",0.898,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","9:00 AM",0.823,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","10:00 AM",1.246,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","11:00 AM",0.868,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","12:00 PM",1.648,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","1:00 PM",4.99,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","2:00 PM",0.959,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","3:00 PM",2.269,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","4:00 PM",1.977,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","5:00 PM",3.955,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","6:00 PM",1.164,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","7:00 PM",1.043,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","8:00 PM",2.497,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","9:00 PM",0.882,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","10:00 PM",0.956,35.108,"kWh"
"0000 000 0000 0","0","12/18/2020","11:00 PM",0.907,35.108,"kWh"
"0000 000 0000 0","0","12/20/2020","12:00 AM",0.871,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","1:00 AM",1.285,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","2:00 AM",0.857,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","3:00 AM",0.854,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","4:00 AM",0.842,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","5:00 AM",0.862,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","6:00 AM",1.262,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","7:00 AM",2.495,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","8:00 AM",1.017,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","9:00 AM",1.528,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","10:00 AM",0.746,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","11:00 AM",0.786,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","12:00 PM",0.794,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","1:00 PM",0.746,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","2:00 PM",0.744,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","3:00 PM",0.761,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","4:00 PM",0.744,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","5:00 PM",1.112,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","6:00 PM",0.804,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","7:00 PM",0.753,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","8:00 PM",0.747,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","9:00 PM",0.757,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","10:00 PM",0.764,22.882,"kWh"
"0000 000 0000 0","0","12/20/2020","11:00 PM",0.751,22.882,"kWh"
"0000 000 0000 0","0","12/21/2020","12:00 AM",0.77,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","1:00 AM",0.746,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","2:00 AM",0.778,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","3:00 AM",0.762,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","4:00 AM",0.766,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","5:00 AM",0.765,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","6:00 AM",1.213,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","7:00 AM",0.785,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","8:00 AM",0.811,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","9:00 AM",0.761,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","10:00 AM",0.76,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","11:00 AM",0.766,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","12:00 PM",0.748,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","1:00 PM",0.772,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","2:00 PM",0.759,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","3:00 PM",0.764,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","4:00 PM",0.769,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","5:00 PM",0.745,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","6:00 PM",0.764,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","7:00 PM",0.75,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","8:00 PM",0.762,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","9:00 PM",1.33,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","10:00 PM",0.769,19.391,"kWh"
"0000 000 0000 0","0","12/21/2020","11:00 PM",0.776,19.391,"kWh"
"0000 000 0000 0","0","12/22/2020","12:00 AM",0.768,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","1:00 AM",0.751,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","2:00 AM",0.783,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","3:00 AM",0.771,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","4:00 AM",0.78,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","5:00 AM",0.76,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","6:00 AM",0.753,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","7:00 AM",0.779,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","8:00 AM",0.762,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","9:00 AM",0.779,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","10:00 AM",0.777,19.239,"kWh"
"0000 000 0000 0","0","12/22/2020","11:00 AM",0.76,19.239,"kWh"
